Date,Open*,High,Low,Close**,Volume,Market Cap
"May 21, 2019",0.0129,0.012967,0.010724,0.010816,0,129747
"May 20, 2019",0.013443,0.013443,0.01253,0.012903,13.49,154772
"May 19, 2019",0.01162,0.013535,0.011248,0.013441,49.09,161229
"May 18, 2019",0.011709,0.011971,0.011596,0.011616,79.11,139333
"May 17, 2019",0.011789,0.014259,0.010564,0.011709,35.74,140459
"May 16, 2019",0.018396,0.018719,0.011717,0.011793,136.43,141465
"May 15, 2019",0.007658,0.018524,0.007601,0.018422,56.86,220978
"May 14, 2019",0.017114,0.018606,0.005241,0.007662,227.28,91912.69
"May 13, 2019",0.012607,0.017711,0.009785,0.017104,394.88,205163
"May 12, 2019",0.010155,0.01294,0.009597,0.012607,14.69,151228
"May 11, 2019",0.010954,0.011018,0.00912,0.010155,28.94,121807
"May 10, 2019",0.010423,0.01106,0.01039,0.010954,9.66,131394
"May 09, 2019",0.01082,0.011007,0.01017,0.010427,20.39,125078
"May 08, 2019",0.010556,0.010854,0.010469,0.01082,3.31,129788
"May 07, 2019",0.012342,0.012825,0.010562,0.01057,12.52,126786
"May 06, 2019",0.010899,0.012478,0.010899,0.012346,12.67,148091
"May 05, 2019",0.010899,0.010899,0.010899,0.010899,0,130738
"May 04, 2019",0.010792,0.010899,0.010792,0.010899,0,130738
"May 03, 2019",0.010293,0.011004,0.010259,0.010792,10.92,129452
"May 02, 2019",0.011368,0.011368,0.010278,0.010293,1.61,123474
"May 01, 2019",0.011337,0.011446,0.011334,0.011368,0,136365
"Apr 30, 2019",0.009885,0.01137,0.009885,0.011339,22.66,136020
"Apr 29, 2019",0.009885,0.009885,0.009885,0.009885,0,118576
"Apr 28, 2019",0.009885,0.009885,0.009885,0.009885,0,118576
"Apr 27, 2019",0.0099,0.009944,0.009771,0.009885,0,118576
"Apr 26, 2019",0.009773,0.010047,0.00966,0.0099,9.54,118750
"Apr 25, 2019",0.012517,0.012575,0.009593,0.00974,49.49,116838
"Apr 24, 2019",0.013123,0.013209,0.010225,0.012516,72.82,150130
"Apr 23, 2019",0.009786,0.013275,0.009747,0.013127,116.73,157457
"Apr 22, 2019",0.009628,0.009847,0.009562,0.009786,13.61,117386
"Apr 21, 2019",0.009621,0.01187,0.009473,0.009633,13.05,115552
"Apr 20, 2019",0.009706,0.014386,0.009362,0.009621,1152.75,115409
"Apr 19, 2019",0.008401,0.021388,0.008286,0.009703,1493.78,116395
"Apr 18, 2019",0.009194,0.009194,0.008322,0.008401,5.98,100776
"Apr 17, 2019",0.009194,0.009194,0.009194,0.009194,0,110284
"Apr 16, 2019",0.009051,0.009609,0.008977,0.009194,0,110284
"Apr 15, 2019",0.010206,0.010214,0.008981,0.009051,72.07,108575
"Apr 14, 2019",0.009096,0.010253,0.009006,0.010206,12.37,122420
"Apr 13, 2019",0.009306,0.010372,0.009071,0.009096,53.78,109115
"Apr 12, 2019",0.009523,0.009958,0.00914,0.009307,76.7,111637
"Apr 11, 2019",0.011136,0.011188,0.009384,0.009523,92.39,114233
"Apr 10, 2019",0.011294,0.013614,0.010914,0.011131,138.83,133515
"Apr 09, 2019",0.010669,0.012497,0.010432,0.011298,229.36,135519
"Apr 08, 2019",0.010533,0.012967,0.010366,0.010669,154.21,127978
"Apr 07, 2019",0.011871,0.012611,0.010492,0.010531,40.15,126320
"Apr 06, 2019",0.011172,0.012217,0.011155,0.011883,256.81,142543
"Apr 05, 2019",0.011399,0.011528,0.010955,0.011169,277.78,133973
"Apr 04, 2019",0.01389,0.014698,0.011191,0.011399,1.45,136738
"Apr 03, 2019",0.014346,0.015137,0.013274,0.013883,46.68,166530
"Apr 02, 2019",0.012448,0.014655,0.012442,0.014346,0,172081
"Apr 01, 2019",0.009834,0.012478,0.009791,0.012448,8.77,149320
"Mar 31, 2019",0.009177,0.012312,0.009166,0.009839,9.43,118016
"Mar 30, 2019",0.006381,0.010126,0.006381,0.009177,9.47,110076
"Mar 29, 2019",0.006381,0.006381,0.006381,0.006381,0,76547.81
"Mar 28, 2019",0.006381,0.006381,0.006381,0.006381,0,76547.81
"Mar 27, 2019",0.008768,0.008926,0.00635,0.006381,0,76547.81
"Mar 26, 2019",0.01185,0.01185,0.00873,0.008763,24.16,105120
"Mar 25, 2019",0.010605,0.012085,0.010037,0.01185,0,142148
"Mar 24, 2019",0.011156,0.015012,0.01007,0.010587,15.05,126999
"Mar 23, 2019",0.011156,0.011156,0.011156,0.011156,0,133821
"Mar 22, 2019",0.011824,0.011824,0.01112,0.011156,0,133821
"Mar 21, 2019",0.012041,0.012087,0.01179,0.011824,0,141835
"Mar 20, 2019",0.009206,0.012168,0.009105,0.012023,30.39,144218
"Mar 19, 2019",0.014165,0.014165,0.009085,0.0092,13.88,110353
"Mar 18, 2019",0.014078,0.014244,0.014071,0.014165,0,169919
"Mar 17, 2019",0.01416,0.014187,0.014004,0.014066,13.28,168723
"Mar 16, 2019",0.00812,0.014186,0.008117,0.014164,151.32,169906
"Mar 15, 2019",0.015461,0.015615,0.007898,0.008121,75.31,97418.2
"Mar 14, 2019",0.014407,0.015655,0.001651,0.015472,1103.85,185592
"Mar 13, 2019",0.014473,0.014511,0.014381,0.014407,0,172819
"Mar 12, 2019",0.014325,0.016018,0.01416,0.014444,93.48,173255
"Mar 11, 2019",0.014531,0.014614,0.014253,0.014309,28.68,171637
"Mar 10, 2019",0.014537,0.016538,0.014402,0.014521,51.5,174182
"Mar 09, 2019",0.014618,0.017402,0.014433,0.014517,39.58,174138
"Mar 08, 2019",0.013705,0.014907,0.013213,0.014628,10.42,175469
"Mar 07, 2019",0.015883,0.018298,0.012763,0.01369,58.42,164213
"Mar 06, 2019",0.023621,0.024145,0.013051,0.015863,44.31,190283
"Mar 05, 2019",0.023262,0.02374,0.017967,0.02374,33.08,284772
"Mar 04, 2019",0.014953,0.028041,0.010948,0.023252,378.7,278913
"Mar 03, 2019",0.015195,0.015269,0.014926,0.014978,29.72,179672
"Mar 02, 2019",0.010494,0.01524,0.010314,0.01521,7.22,182454
"Mar 01, 2019",0.011624,0.025681,0.009569,0.010515,115.8,126126
"Feb 28, 2019",0.011542,0.029022,0.011171,0.011626,126.8,139461
"Feb 27, 2019",0.022378,0.022735,0.011335,0.011528,8.05,138284
"Feb 26, 2019",0.022337,0.031821,0.010652,0.022358,485.9,268196
"Feb 25, 2019",0.032293,0.03256,0.009791,0.022404,136.08,268745
"Feb 24, 2019",0.010566,0.032867,0.008109,0.032299,1737.93,387439
"Feb 23, 2019",0.00975,0.010579,0.008756,0.010557,12.03,126638
"Feb 22, 2019",0.009823,0.009823,0.009661,0.009768,4.82,117167
"Feb 21, 2019",0.009823,0.009823,0.009823,0.009823,0,117834
"Feb 20, 2019",0.009823,0.009823,0.009823,0.009823,0,117834
"Feb 19, 2019",0.00964,0.009879,0.009615,0.009823,0,117834
"Feb 18, 2019",0.008863,0.009686,0.008849,0.009629,1.26,115498
"Feb 17, 2019",0.008903,0.008903,0.008578,0.008852,21.32,106184
"Feb 16, 2019",0.008856,0.008945,0.008847,0.008903,0,106795
"Feb 15, 2019",0.010804,0.010832,0.008828,0.00885,17.88,106159
"Feb 14, 2019",0.006971,0.010883,0.006971,0.01079,23.58,129432
"Feb 13, 2019",0.006971,0.006971,0.006971,0.006971,0,83620.4
"Feb 12, 2019",0.006971,0.006971,0.006971,0.006971,0,83620.4
"Feb 11, 2019",0.006971,0.006971,0.006971,0.006971,0,83620.4
"Feb 10, 2019",0.006971,0.006971,0.006971,0.006971,0,83620.4
"Feb 09, 2019",0.006971,0.006971,0.006971,0.006971,0,83620.4
"Feb 08, 2019",0.006968,0.006988,0.006938,0.006971,0,83620.4
"Feb 07, 2019",0.006987,0.007022,0.006953,0.006967,2.52,83567.47
"Feb 06, 2019",0.006604,0.007005,0.006472,0.006986,3.4,83803.58
"Feb 05, 2019",0.007029,0.007029,0.006545,0.006581,24.87,78937.28
"Feb 04, 2019",0.007029,0.007029,0.007029,0.007029,0,84320.17
"Feb 03, 2019",0.007029,0.007029,0.007029,0.007029,0,84320.17
"Feb 02, 2019",0.007029,0.007029,0.007029,0.007029,0,84320.17
"Feb 01, 2019",0.007029,0.007029,0.007029,0.007029,0,84320.17
"Jan 31, 2019",0.007029,0.007029,0.007029,0.007029,0,84320.17
"Jan 30, 2019",0.00695,0.007046,0.006916,0.007029,0,84320.17
"Jan 29, 2019",0.009032,0.009032,0.006928,0.00696,1.15,83483.27
"Jan 28, 2019",0.009032,0.009032,0.009032,0.009032,0,108345
"Jan 27, 2019",0.009032,0.009032,0.009032,0.009032,0,108345
"Jan 26, 2019",0.009032,0.009032,0.009032,0.009032,0,108345
"Jan 25, 2019",0.009032,0.009032,0.009032,0.009032,0,108345
"Jan 24, 2019",0.009032,0.009032,0.009032,0.009032,0,108345
"Jan 23, 2019",0.009012,0.009041,0.008972,0.009032,0,108343
"Jan 22, 2019",0.007513,0.009059,0.007513,0.00901,33.78,108079
"Jan 21, 2019",0.007553,0.007577,0.007505,0.007513,0,90120.04
"Jan 20, 2019",0.00782,0.007868,0.007514,0.007551,4.14,90570.12
"Jan 19, 2019",0.009321,0.009588,0.007823,0.007827,16.98,93878.37
"Jan 18, 2019",0.009409,0.009423,0.009263,0.009319,7.33,111770
"Jan 17, 2019",0.009191,0.010375,0.009191,0.009412,7.94,112881
"Jan 16, 2019",0.009191,0.009191,0.009191,0.009191,0,110231
"Jan 15, 2019",0.009335,0.00938,0.009191,0.009191,0,110228
"Jan 14, 2019",0.008413,0.009386,0.006428,0.009342,3.74,112030
"Jan 13, 2019",0.009315,0.009367,0.008389,0.008409,6.27,100838
"Jan 12, 2019",0.009442,0.009442,0.009285,0.009323,1.03,111801
"Jan 11, 2019",0.009356,0.009455,0.009295,0.009442,0,113223
"Jan 10, 2019",0.010895,0.010969,0.00934,0.009358,2.7,112206
"Jan 09, 2019",0.010866,0.010981,0.010855,0.010887,0.079317,130540
"Jan 08, 2019",0.010866,0.010866,0.010866,0.010866,0,130285
"Jan 07, 2019",0.010972,0.011006,0.010794,0.010866,0,130281
"Jan 06, 2019",0.009781,0.011022,0.009746,0.010969,10.97,131515
"Jan 05, 2019",0.00981,0.009953,0.009766,0.009781,20.13,117267
"Jan 04, 2019",0.010423,0.010423,0.009637,0.009836,1.02,117923
"Jan 03, 2019",0.010423,0.010423,0.010423,0.010423,0,124954
"Jan 02, 2019",0.010423,0.010423,0.010423,0.010423,0,124951
"Jan 01, 2019",0.010423,0.010423,0.010423,0.010423,0,124947
"Dec 31, 2018",0.010423,0.010423,0.010423,0.010423,0,124943
"Dec 30, 2018",0.010423,0.010423,0.010423,0.010423,0,124940
"Dec 29, 2018",0.010423,0.010423,0.010423,0.010423,0,124936
"Dec 28, 2018",0.010423,0.010423,0.010423,0.010423,0,124933
"Dec 27, 2018",0.010423,0.010423,0.010423,0.010423,0,124929
"Dec 26, 2018",0.010423,0.010423,0.010423,0.010423,0,124926
"Dec 25, 2018",0.010423,0.010423,0.010423,0.010423,0,124923
"Dec 24, 2018",0.010423,0.010423,0.010423,0.010423,0,124919
"Dec 23, 2018",0.010423,0.010423,0.010423,0.010423,0,124916
"Dec 22, 2018",0.010423,0.010423,0.010423,0.010423,0,124912
"Dec 21, 2018",0.010535,0.010703,0.010391,0.010423,0,124909
"Dec 20, 2018",0.009995,0.010724,0.00957,0.010567,6.66,126631
"Dec 19, 2018",0.003797,0.010328,0.003797,0.01002,4.5,120071
"Dec 18, 2018",0.003799,0.003824,0.003786,0.003797,0,45494.32
"Dec 17, 2018",0.005826,0.005826,0.003474,0.003798,8.6,45514.74
"Dec 16, 2018",0.005826,0.005826,0.005826,0.005826,0,69808.59
"Dec 15, 2018",0.005826,0.005826,0.005826,0.005826,0,69806.68
"Dec 14, 2018",0.005955,0.005989,0.005802,0.005826,0,69804.7
"Dec 13, 2018",0.008828,0.008828,0.005909,0.005958,4.81,71388.67
"Dec 12, 2018",0.008721,0.008848,0.008698,0.008828,0,105771
"Dec 11, 2018",0.009993,0.009993,0.008635,0.008733,7.51,104623
"Dec 10, 2018",0.010003,0.010113,0.009973,0.009993,0,119717
"Dec 09, 2018",0.008849,0.01022,0.008845,0.010019,5.01,120023
"Dec 08, 2018",0.009322,0.009322,0.008536,0.008875,1.78,106316
"Dec 07, 2018",0.009322,0.009322,0.009322,0.009322,0,111675
"Dec 06, 2018",0.009355,0.009532,0.009009,0.009322,0,111672
"Dec 05, 2018",0.010963,0.010992,0.009168,0.009359,10.11,112111
"Dec 04, 2018",0.010751,0.011262,0.010751,0.010957,6.29,131250
"Dec 03, 2018",0.011029,0.011419,0.010177,0.010751,0,128775
"Dec 02, 2018",0.010687,0.011738,0.009071,0.010967,70.56,131353
"Dec 01, 2018",0.007283,0.011008,0.007161,0.010696,0.841678,128110
"Nov 30, 2018",0.008953,0.008953,0.007125,0.007262,0.662628,86979.21
"Nov 29, 2018",0.009006,0.009313,0.008724,0.008953,0,107225
"Nov 28, 2018",0.008143,0.009348,0.008143,0.008969,18.12,107421
"Nov 27, 2018",0.008924,0.008924,0.008924,0.008924,0,106874
"Nov 26, 2018",0.008924,0.008924,0.008924,0.008924,0,106871
"Nov 25, 2018",0.008924,0.008924,0.008924,0.008924,0,106867
"Nov 24, 2018",0.008924,0.008924,0.008924,0.008924,0,106865
"Nov 23, 2018",0.008924,0.008924,0.008924,0.008924,0,106854
"Nov 22, 2018",0.008924,0.008924,0.008924,0.008924,0,106859
"Nov 21, 2018",0.012935,0.013288,0.008874,0.008924,0,106856
"Nov 20, 2018",0.011702,0.014152,0.010805,0.012926,25.51,154771
"Nov 19, 2018",0.014272,0.014272,0.010587,0.01177,28.73,140924
"Nov 18, 2018",0.010422,0.01435,0.010083,0.014266,0.625858,170810
"Nov 17, 2018",0.010929,0.013911,0.010338,0.010388,43.24,124371
"Nov 16, 2018",0.014284,0.014304,0.010756,0.010907,2.18,130579
"Nov 15, 2018",0.015914,0.015914,0.013518,0.014288,29.42,171059
"Nov 14, 2018",0.016059,0.016119,0.01579,0.015914,0,190515
"Nov 13, 2018",0.016432,0.016432,0.016017,0.016106,6.7,192813
"Nov 12, 2018",0.016432,0.016432,0.016432,0.016432,0,196704
"Nov 11, 2018",0.016432,0.016432,0.016432,0.016432,0,196698
"Nov 10, 2018",0.016339,0.016436,0.016339,0.016432,0,196693
"Nov 09, 2018",0.012226,0.016528,0.012226,0.016341,3.11,195602
"Nov 08, 2018",0.012226,0.012226,0.012226,0.012226,0,146343
"Nov 07, 2018",0.012226,0.012226,0.012226,0.012226,0,146339
"Nov 06, 2018",0.012242,0.01225,0.01216,0.012226,0,146335
"Nov 05, 2018",0.016387,0.016387,0.012149,0.012192,8.34,145928
"Nov 04, 2018",0.016387,0.016387,0.016387,0.016387,0,196124
"Nov 03, 2018",0.016387,0.016387,0.016387,0.016387,0,196118
"Nov 02, 2018",0.019302,0.019302,0.016257,0.016387,3.15,196113
"Nov 01, 2018",0.019302,0.019302,0.019302,0.019302,0,230994
"Oct 31, 2018",0.019389,0.019415,0.019302,0.019302,0,230986
"Oct 30, 2018",0.01611,0.019424,0.013211,0.019328,0.637838,231297
"Oct 29, 2018",0.016561,0.016561,0.016003,0.016108,247.65,192757
"Oct 28, 2018",0.015026,0.016589,0.014926,0.016561,0,198163
"Oct 27, 2018",0.016493,0.016581,0.013509,0.014945,52.17,178825
"Oct 26, 2018",0.016562,0.016609,0.016446,0.016557,122.57,198108
"Oct 25, 2018",0.016562,0.016562,0.016562,0.016562,0,198156
"Oct 24, 2018",0.016562,0.016562,0.016562,0.016562,0,198149
"Oct 23, 2018",0.016517,0.016607,0.016428,0.016562,0,198142
"Oct 22, 2018",0.016204,0.016815,0.016066,0.016519,24.38,197622
"Oct 21, 2018",0.016569,0.016569,0.016103,0.016213,7.7,193950
"Oct 20, 2018",0.014636,0.016565,0.014605,0.016565,9.93,198154
"Oct 19, 2018",0.016409,0.016509,0.014624,0.014635,53.16,175056
"Oct 18, 2018",0.016269,0.016586,0.013952,0.016412,137.16,196303
"Oct 17, 2018",0.01615,0.016631,0.013597,0.016205,198.71,193813
"Oct 16, 2018",0.013781,0.016175,0.011632,0.016095,74.4,192467
"Oct 15, 2018",0.011031,0.014232,0.010954,0.013794,13.23,164926
"Oct 14, 2018",0.013024,0.013195,0.010976,0.011019,3.99,131719
"Oct 13, 2018",0.012987,0.01314,0.012223,0.01302,4.34,155612
"Oct 12, 2018",0.012506,0.014758,0.012253,0.012987,10.09,155211
"Oct 11, 2018",0.011402,0.012651,0.011243,0.012523,17.77,149654
"Oct 10, 2018",0.013809,0.013855,0.013572,0.0137,0.920376,163717
"Oct 09, 2018",0.013831,0.013877,0.013736,0.013863,0.93132,165663
"Oct 07, 2018",0.013162,0.013182,0.013023,0.013114,3.91,156705
"Oct 06, 2018",0.013129,0.013171,0.013097,0.013113,3.91,156698
"Oct 04, 2018",0.012998,0.013207,0.012958,0.013099,6.18,156517
"Oct 03, 2018",0.013051,0.013086,0.012857,0.012982,3.54,155117
"Oct 02, 2018",0.011308,0.01313,0.011285,0.013045,6.53,155860
"Oct 01, 2018",0.011383,0.011442,0.011215,0.01134,0.756134,135491
"Sep 30, 2018",0.013532,0.014226,0.013446,0.01409,7.75,168336
"Sep 29, 2018",0.011337,0.013583,0.0111,0.013536,19.13,161725
"Sep 28, 2018",0.013288,0.013513,0.011214,0.011344,1.05,135526
"Sep 27, 2018",0.012936,0.013365,0.012902,0.013285,6.66,158717
"Sep 26, 2018",0.012777,0.012991,0.012701,0.012991,3.26,155193
"Sep 25, 2018",0.0111,0.012812,0.010846,0.012798,16,152886
"Sep 23, 2018",0.012008,0.012029,0.011952,0.012004,16.47,143398
"Sep 22, 2018",0.011806,0.012071,0.01168,0.012002,16.47,143366
"Sep 21, 2018",0.011655,0.012093,0.011639,0.011797,45.62,140915
"Sep 20, 2018",0.011629,0.011696,0.011399,0.011652,5.93,139182
"Sep 19, 2018",0.011577,0.0118,0.011229,0.011624,92.73,138848
"Sep 16, 2018",0.016196,0.01622,0.014534,0.016208,2.74,193589
"Sep 15, 2018",0.013027,0.02039,0.011559,0.01615,306.98,192891
"Sep 13, 2018",0.012748,0.013097,0.012748,0.013073,6.49,156129
"Sep 12, 2018",0.013222,0.013246,0.012601,0.012737,6.32,152109
"Sep 11, 2018",0.013175,0.013277,0.013175,0.01322,3.14,157878
"Sep 10, 2018",0.013147,0.013342,0.013147,0.013253,6.3,158268
"Sep 09, 2018",0.013451,0.013487,0.013105,0.013154,6.25,157085
"Sep 08, 2018",0.012979,0.013159,0.012874,0.012931,13.08,154413
"Sep 07, 2018",0.013069,0.013147,0.01282,0.012963,13.11,154797
"Sep 06, 2018",0.013162,0.013162,0.012417,0.013083,7.27,156228
"Sep 05, 2018",0.013704,0.013815,0.013139,0.013139,27.59,156888
"Sep 04, 2018",0.017876,0.018264,0.015137,0.015198,0.339805,181470
"Sep 03, 2018",0.018074,0.018101,0.017754,0.017876,23.47,213446
"Sep 02, 2018",0.017903,0.018145,0.016042,0.018078,84.41,215859
"Sep 01, 2018",0.017885,0.018865,0.015957,0.017895,7.13,213663
"Aug 31, 2018",0.01273,0.017822,0.012625,0.017783,97.78,212321
"Aug 30, 2018",0.018246,0.018246,0.011959,0.018098,121.94,216078
"Aug 29, 2018",0.019076,0.019076,0.014157,0.018236,11.87,217722
"Aug 28, 2018",0.018658,0.019174,0.018592,0.019059,18.45,227549
"Aug 27, 2018",0.013438,0.018695,0.01334,0.018695,6.54,223193
"Aug 26, 2018",0.013727,0.020064,0.013299,0.013444,65.25,160497
"Aug 25, 2018",0.013571,0.013745,0.013571,0.013698,15.07,163525
"Aug 22, 2018",0.012127,0.012748,0.012065,0.012688,2.51,151458
"Aug 21, 2018",0.011865,0.012156,0.011794,0.012125,2.4,144731
"Aug 20, 2018",0.014398,0.014503,0.014204,0.01432,1.79,170931
"Aug 19, 2018",0.014856,0.015563,0.014109,0.014421,1.8,172131
"Aug 18, 2018",0.014034,0.015142,0.013914,0.014851,14.62,177251
"Aug 17, 2018",0.012133,0.012564,0.012104,0.012468,35.78,148803
"Aug 16, 2018",0.015875,0.01639,0.012033,0.012132,169.93,144773
