Date,Open*,High,Low,Close**,Volume,Market Cap
"Jul 10, 2019",4.61,4.76,4.2,4.41,186752,42615859
"Jul 09, 2019",4.7,4.92,4.38,4.61,284804,44545617
"Jul 08, 2019",4.58,5.01,4.19,4.69,698413,45319537
"Jul 07, 2019",4.77,4.98,4.52,4.53,247159,43738558
"Jul 06, 2019",4.98,5.3,4.64,4.77,257430,46022893
"Jul 05, 2019",5.13,5.38,4.86,4.98,151218,48036295
"Jul 04, 2019",5.41,5.5,5.03,5.13,125440,49489073
"Jul 03, 2019",5.18,5.65,5.07,5.41,325444,52222269
"Jul 02, 2019",5.67,5.7,4.84,5.18,543009,49990955
"Jul 01, 2019",5.28,5.77,5.11,5.67,254322,54664384
"Jun 30, 2019",5.62,5.91,5.2,5.28,230079,50907341
"Jun 29, 2019",5.61,5.72,5.25,5.63,271261,54272915
"Jun 28, 2019",5.51,5.98,5.25,5.6,338433,54034427
"Jun 27, 2019",5.69,6.14,4.87,5.51,623971,53162418
"Jun 26, 2019",5.8,6.33,5.03,5.64,649701,54349879
"Jun 25, 2019",6.01,6.19,5.68,5.8,231877,55933063
"Jun 24, 2019",5.67,6.55,5.55,6,217292,57889795
"Jun 23, 2019",5.75,6.59,5.63,5.67,214679,54645357
"Jun 22, 2019",5.76,6.15,5.23,5.74,509603,55378369
"Jun 21, 2019",5.63,6.03,5.47,5.76,616787,55540244
"Jun 20, 2019",6.07,6.39,4.71,5.62,2513912,54180681
"Jun 19, 2019",5.9,6.69,5.88,6.07,411959,58516838
"Jun 18, 2019",5.81,6.52,5.73,5.9,391779,56823356
"Jun 17, 2019",5.76,6.09,5.66,5.81,275356,55957560
"Jun 16, 2019",5.76,6.18,5.64,5.75,648370,55428410
"Jun 15, 2019",5.89,6.28,5.74,5.76,483838,55444392
"Jun 14, 2019",5.85,6.6,5.5,5.9,540738,56797989
"Jun 13, 2019",5.88,6.02,5.82,5.85,224698,56325233
"Jun 12, 2019",5.71,6.64,5.69,5.88,502972,56600390
"Jun 11, 2019",5.94,5.96,5.51,5.71,300058,55009225
"Jun 10, 2019",5.65,6.16,5.6,5.93,392614,57111049
"Jun 09, 2019",5.8,6.24,5.53,5.65,461490,54345073
"Jun 08, 2019",6.57,7.22,5.6,5.8,2166189,55863661
"Jun 07, 2019",6.29,7.03,6.15,6.57,974069,63274085
"Jun 06, 2019",7.05,7.36,4.37,6.28,1984727,60420074
"Jun 05, 2019",7.04,7.34,6.86,7.05,161387,67834262
"Jun 04, 2019",7.71,7.71,6.87,7.03,184629,67643344
"Jun 03, 2019",8.17,8.35,7.65,7.72,180429,74257685
"Jun 02, 2019",8.12,8.51,7.97,8.16,571394,78523357
"Jun 01, 2019",8.21,8.31,7.87,8.12,241624,78098789
"May 31, 2019",8,8.52,7.85,8.19,370944,77610394
"May 30, 2019",7.82,8.81,7.81,8,277563,75830777
"May 29, 2019",8.24,8.7,7.75,7.82,369034,74130854
"May 28, 2019",8.64,8.69,8.05,8.24,313261,78100187
"May 27, 2019",8.4,8.86,8.33,8.69,192861,82361133
"May 26, 2019",8.12,8.6,8.07,8.39,373154,79540449
"May 25, 2019",8.79,8.86,8.05,8.12,110274,76982093
"May 24, 2019",8.41,9.2,8.24,8.79,199376,83267105
"May 23, 2019",8.05,8.92,7.93,8.41,134821,79674141
"May 22, 2019",8.48,8.82,7.96,8.05,96300.27,76283348
"May 21, 2019",8.51,8.78,8.18,8.48,214959,80324502
"May 20, 2019",9.05,9.05,8.22,8.51,104246,80634238
"May 19, 2019",8.42,9.37,8.41,9.05,176850,85714712
"May 18, 2019",9.33,9.45,8.15,8.42,178228,79727222
"May 17, 2019",8.99,9.33,7.58,9.33,751667,88302194
"May 16, 2019",9.31,10.45,8.9,8.99,567292,85109070
"May 15, 2019",9.16,9.88,8.93,9.33,735899,88293181
"May 14, 2019",10.6,10.96,6.41,9.16,3918473,86738733
"May 13, 2019",9.26,11.91,5.85,10.58,5520837,100097861
"May 12, 2019",10.87,10.94,9.16,9.26,323257,87672446
"May 11, 2019",9,11.12,8.95,10.86,476546,102721249
"May 10, 2019",8.78,9.22,8.71,9,85923.71,85158098
"May 09, 2019",8.79,8.96,8.54,8.78,237492,83085799
"May 08, 2019",8.74,8.89,8.63,8.79,105419,83107304
"May 07, 2019",8.89,9.27,8.74,8.75,318030,82753277
"May 06, 2019",8.99,9.33,8.81,8.89,88137.02,84101507
"May 05, 2019",9.22,9.25,8.91,8.99,82997.59,85027476
"May 04, 2019",9.33,9.54,8.94,9.23,97174.09,87223769
"May 03, 2019",9.01,9.58,8.9,9.33,176182,88175099
"May 02, 2019",8.88,9.17,8.63,9.01,103334,85208821
"May 01, 2019",8.47,8.99,8.46,8.88,58114.2,83929029
"Apr 30, 2019",8.34,8.51,8.24,8.47,60536,80016141
"Apr 29, 2019",8.4,8.46,8.23,8.34,56983.86,78829914
"Apr 28, 2019",8.43,8.54,8.2,8.4,66670.34,79326573
"Apr 27, 2019",8.42,8.58,8.27,8.42,11332.11,79584249
"Apr 26, 2019",8.41,8.61,8.22,8.41,57387.32,79487651
"Apr 25, 2019",8.81,8.99,8.2,8.38,109747,79195028
